Owner ,Include,Startup Name,Description,Website,Financial Instrument,Customer,Consolidated Tag,Tag,Objective,Maturity (new),Funded,Funding Round,Funding amount ($),Country,Founded Year,Employees,Complete,Hero,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,,,Consolidated Customer,API Integration,Financial/Non-Financial
,FALSE,Insignis Cash,"Insignis Cash Solutions offers a savings management solution for individuals, corporates, charities,  local authorities and financial advisors. Offers individual or joint accounts, instant access accounts, five-year accounts and shorter-term notice accounts. The platform spreads the user's cash across multiple banks that offer the best rates available and move it as the interest rates change.",insigniscash.com,,,#N/A,,Savings management solution,,,Unfunded,,United Kingdom,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Arnexa,Arnexa provides a mobile-based platform for users to manage financial savings. It also offers finance and savings tracking through the application. It also offers various savings plans such as 666 plan and Retire Fit plan.,arnexa.com,,,#N/A,,Platform for financial savings management,,,Unfunded,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Spender.Ai,"Spender is an artificial intelligence leveraging personal assistant app that tracks and predicts spending, saving, bills & debt. Its AI based algorithms warn users before they overspend and hence keeping them on track towards their financial goals.",spender.ai,,,#N/A,,AI-based expenditure and saving tracker app.,,,Unfunded,,Canada,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Piggy Bank,,piggybanx.com,,,#N/A,,Game-based savings platform,,,Unfunded,,,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Squirrel,Squirrel is a budgeting app for financial goals. Users can plan a budget to save according to the goals set by them. Allows the users to share their financial goals with other users to get advice. Allows the users to plan a budget for multiple savings goals. Also allows the users to connect the app with Pinterest. App is available for iOS and Android platforms.,squirrelapp.com.au,,,#N/A,,Budgeting app for financial goals,,,Unfunded,,Australia,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Urge,Urge is a savings app that helps users save for their goals. The app enables users to avoid impulsive expenses and save the money towards the goal. The app encourages people to transfer their money into the savings accounts and avoid the expense. Maximum of $300 can be transferred during a single transaction. The app transfers the money from user's checking account to the URGE savings account.,myurge.com,,,#N/A,,Savings app to control impulsive expenses,,,Unfunded,,USA,2010,,,,,,,,,,,,,,,#N/A,,
,FALSE,Smart,,https://www.smart.co/who-we-are/about-us,Pensions,Employees,Pensions Plan,Digital Pension,Digitising pensions to make them more accessible to employees,Mature,Yes,Acquired,18300000,United Kingdom,2014,275,Yes,,,,,,,,,,,,,B2B,,
,TRUE,Common Wealth,"We partner with associations, unions, and employers to deliver value-for-money, collective retirement plans that combine user-friendly technology, digital retirement planning, low-cost investments, secure lifetime income, and a fiduciary duty to members. Our work is serving a wide range of people who’ve lacked access to good workplace retirement benefits, from home care workers to physicians to not-for-profit employees to workers across Canada’s private sector.",https://www.cwretirement.com,Pensions,Employees,Pensions Plan,Pensions Plan,Better pension fund/plans ,Nascent,No,Undisclosed,,Canada,2015,36,Yes,,,,,,,,,,,,,B2B,No,Financial
,TRUE,Grandhood,"iRobo is a Danish founded FinTech startup pioneering digital pension advice and management. Our vision is to offer simple, transparent and accessible investment services to the average pension saver. This is a unique opportunity for you to create a product that will shape the future of pension savings, using Nobel prize winning portfolio theory.",http://grandhood.dk/,Pensions,All,Pensions Plan,Digital Pension,Digitise pensions to make them more accessible,Emerging,Yes,Seed,3200000,Denmark,2016,18,Yes,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,AgeWage,"Our product analyses how millions of people's pension pots have scored against the average return letting you know how your pension has done.

We will do this for as many pension pots as you have got.

Once you know what's happened, we'll nudge you in the right direction so the wage you get in older age is as high as possible.

We're interested in all your options and will also help on state pensions, equity release and your non-pension savings. ",https://www.agewage.com,Pensions,All,Pensions Plan,Pension Analytics,Pension performance tracking,Nascent,Yes,Undisclosed,,United Kingdom,2018,7,Yes,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Brand new day,,https://new.brandnewday.nl,Pensions,All,Pensions Plan,Pensions Bank,Pension bank online,Emerging,Yes,Undisclosed,25000000,Netherlands,2010,234,Yes,,,,,,,,,,,,,End Consumer,,
,FALSE,Now Pension,"NOW: Pensions offers a simple way to provide a workplace pension, which is ideal for companies looking for complete support to set up and manage auto enrolment.",https://www.nowpensions.com,Pensions,Employees,Pensions Plan,Savings Management,Provide employers and employees easy way to manage pensions,Mature,Yes,Acquired,,United Kingdom,2011,126,Yes,,,,,,,,,,,,,B2B,,
,FALSE,Raisin,All in one savings platform with pensions,https://www.raisin.co.uk/press/raisin-acquires-fairr/,Pensions,All ,Pensions Plan,Savings Management,Digitse the savings and management process,Mature,Yes,Series D,200000000,Germany,2013,268,Yes,,,,,,,,,,,,,#N/A,,
,FALSE,Wealthify,"We're a group of like-minded investment experts, software engineers and entrepreneurs with a shared ambition to shake things up and make investing easy and affordable for everyone. We're challenging people to think differently and do more with their savings.
Our promise is simple: No complicated jargon, no daunting fees, just straightforward, effortless investing.
Wealthify is backed by Aviva, one of the largest and most recognised financial services brands, who invest in the brightest companies around the world to deliver innovative insurance and investment products and services.",https://www.wealthify.com,Pensions,All,Pensions Plan,Savings Management,Simplify pensions for everyone wihout complex jargon,Nascent,Yes,Seed,17500000,United Kingdom,2014,43,Yes,,,,,,,,,,,,,End Consumer,,
,TRUE,Zippen,"Realise the benefits of consolidating multiple pensions into a single, existing pension without the hassle or cost associated with ‘traditional’ pension transfer services. That's the Zippen way.",https://zippen.co.uk,Pensions,Employees,Pensions Plan,Savings Management,Consolidate pensions in one place to track performance,Nascent,Yes,Undisclosed,,United Kingdom,2017,3,Yes,,,,,,,,,,,,,B2B,No,Financial
,TRUE,Autosave,"AutoSave is a platform offering pension cards for non-government employees. Users holding these NPS cards can avail tax benefits. It allows individuals to deposit money in their account and avail benefits for saving funds through pension schemes.

",https://autosave.in,Pensions,All,Pensions Plan,Savings Management,Make pensions more normal for Indian citizens,Nascent,No,Unfunded,,India,2019,2,Yes,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Vidahorro,Vidahorro provides an app-based saving platform for retirement and pension plans. It enables users to save and add money from debit & credit cards. It features tools for pension plan customization. The app is available for Android and IOS platforms.,https://www.vidahorro.com/,Pensions,All,Pensions Plan,Digital Pension,Make savings for your pension seamless,Nascent,No,Unfunded,,Spain,2019,3,Yes,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Vantik,Robo advisory for retirement planning and pensions,https://www.vantik.com/,Pensions,All,Pensions Plan,Robo Advice,Seamless and auotmated process for pensions,Nascent,Yes,Seed,990000,Germany,2017,13,Yes,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,iJoin,"IJoin is an employee retirement investment planning software provider. The product offering includes iJoin MAP which is a liability-driven investment so that it can meet the retirement needs, and iJoin ACT campaigns and promotes the product among people who are eligible but not participating in the plan through messages.",https://www.ijoinsuccess.com/,Pensions,Companies,Pensions Plan,Pensions Plan,Make pensions more accesible in the workplace from earlier,Nascent,Yes,Seed,1000000,USA,2018,2,Yes,,,,,,,,,,,,,B2B,No,Non-Financial
,TRUE,Portify,"Portify is a personal financial management app for individuals and enterprises. Users can link their financial accounts to the platform and it automates the accounting process. They can set savings and tax on auto-pilot. Offers an API, that allows companies to offer rewards to employers based on hours worked, shifts completed etc.",https://www.portify.co/,,All,Savings Management,Personal Savings,,Nascent,Yes,Series A,10900000,United Kingdom,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Gini,"Gini is an automated personal financial management app. Users need to connect all their bank accounts to the app for automatic synchronization and categorization. Offers a number of views and graphs to understand the expense trends. Also offers a range of shopping deals, which can be availed while shopping normally through the cards.",https://www.gini.co/,,Banks,Savings Management,Personal Savings,,,Yes,Seed,1600000,Hong Kong,2016,,,,,,,,,,,,,,,Banks,Yes,Financial
,TRUE,Evati,"Evati is an app based platform for micro-investments. It features algorithmic investment and automated deposits. It has various subscription plans available based on the sum of the investment amount. It let the user set investment goal for house, vacation, car or retirement.",https://www.evati.com/,,All,Savings Management,Personal Savings,,,Yes,Seed,1280000,USA,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Vimvest,"Vimvest is a micro-savings and investment management platform. It allows users to set aside funds for achieving short-term, long-term, and charitable goals for the future. Offers automated tools for budgeting expenses, depositing funds, and splitting discreet amounts while making payments. The application can be accessed on iOS and Android devices.",https://www.vimvest.com/,,Working Class,Savings Management,Personal Savings,,,Yes,Series A,5400000,USA,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
